GEOID,weighted_ndvi
48157670803,0.5331698
48157670700,0.48752433
48157670102,0.52815485
48157670201,0.49126694
48157670300,0.54025286
48157670202,0.53941005
48201330302,0.5444096
48201330400,0.5288613
48201330301,0.52942073
48201330200,0.51188654
48157670603,0.4933793
48157670602,0.54905957
48157670604,0.47505745
48157670400,0.4945523
48201330303,0.4538579
48201423600,0.47041142
48201422200,0.4025724
48201422303,0.339228
48201423401,0.4543591
48201422302,0.43910426
48201440102,0.49625584
48201423402,0.4638789
48201423500,0.50250155
48201440101,0.4177758
48201423203,0.45319605
48201423201,0.518432
48201453300,0.3169205
48201433601,0.30283186
48201423100,0.33155072
48201423204,0.41257915
48201422304,0.3489453
48201422404,0.38992283
48201422405,0.3210522
48201423304,0.44698533
48201423303,0.3418839
48201422406,0.39754552
48201422403,0.43880412
48201422502,0.43641657
48201423301,0.4702189
48201422501,0.3229433
48201422100,0.5659209
48201420500,0.4228275
48201420400,0.57680815
48201420600,0.5144617
48201422000,0.5812869
48201420700,0.5492204
48201421900,0.52142704
48201420300,0.5596611
48201421801,0.32212985
48201420800,0.55354506
48201423002,0.4958711
48201423001,0.3600999
48201422601,0.40275335
48201422602,0.5375418
48201422800,0.4025757
48201422701,0.4472383
48201422702,0.546891
48201421601,0.21218863
48201432805,0.19755916
48201421403,0.26389447
48201421802,0.4728807
48201421700,0.3962503
48201421602,0.23323019
48201421501,0.25015652
48201421502,0.2959893
48201421402,0.21163417
48201421206,0.27243528
48201421103,0.20250322
48201421101,0.3501686
48201421104,0.2625103
48201453100,0.3880527
48201433300,0.5181883
48201433100,0.32908896
48201433201,0.39563733
48201433202,0.48267835
48201433003,0.2904375
48201433007,0.28389993
48201432903,0.27642652
48201432904,0.40095118
48201452300,0.36575204
48201421301,0.19351888
48201421302,0.23647831
48201432806,0.23079933
48201421401,0.19578947
48201432803,0.27430156
48201432804,0.24490374
48201421205,0.2193456
48201421204,0.26563382
48201432502,0.2557903
48201432705,0.20379025
48201433006,0.29186502
48201432901,0.37383264
48201433005,0.327182
48201433004,0.222022
48201452202,0.348564
48201432402,0.211765
48201432401,0.33734524
48201432501,0.32517636
48201432302,0.32149503
48201452204,0.36462334
48201453401,0.50530887
48157672004,0.4694693
48201453501,0.44880012
48201453404,0.48736367
48201453405,0.381414
48201453403,0.38795525
48201453502,0.5027436
48201453800,0.52554953
48157672402,0.50987154
48201453604,0.46303728
48157672305,0.5032422
48157672303,0.4587978
48157672903,0.47513834
48157672904,0.44897947
48157672401,0.5143922
48157672602,0.49505413
48157672500,0.5119606
48157673403,0.42768505
48157672902,0.51359504
48201454000,0.47178984
48201433602,0.276067
48201433506,0.24499826
48201433507,0.26662567
48201453202,0.3808084
48201433504,0.31493688
48201433505,0.2967298
48201422900,0.38592404
48201433400,0.43775493
48201453201,0.31351066
48201433503,0.38155958
48201453603,0.4278628
48201453701,0.4557843
48201453601,0.47910652
48201453702,0.43183944
48201452801,0.44033858
48201452701,0.4339282
48201453002,0.46042082
48201453001,0.39415544
48201452802,0.41021532
48201452900,0.47016042
48157672905,0.50078213
48201452703,0.32875073
48157672603,0.47765508
48157673109,0.43642572
48201454100,0.46310806
48201452601,0.39450207
48157673104,0.49315488
48157673009,0.5121398
48157673010,0.53284407
48157673007,0.55091363
48201452402,0.4127232
48201452602,0.41533795
48201452502,0.40394074
48201452501,0.41893175
48201452401,0.35266918
48201451903,0.37569892
48201451800,0.45827672
48201451902,0.46364823
48201451904,0.46104756
48201452101,0.3975834
48201454303,0.4528748
