cover_10,cover_mean,cover_raw,cover_count,GEOID
23.02590018951358,23.02590018951358,23.02590018951358,1583,25025140201
27.184954280964256,27.184954280964256,27.184954280964256,2406,25025140102
32.20375722543353,32.20375722543353,32.20375722543353,692,25025140107
22.395138496325607,22.395138496325607,22.395138496325607,1769,25025140300
37.1026102610261,37.1026102610261,37.1026102610261,1111,25025140105
31.205882352941178,31.205882352941178,31.205882352941178,1054,25025110403
23.78491620111732,23.78491620111732,23.78491620111732,358,25025110201
25.41396933560477,25.41396933560477,25.41396933560477,587,25025110401
22.767643865363734,22.767643865363734,22.767643865363734,921,25025110301
37.56887937187723,37.56887937187723,37.56887937187723,2802,25025981100
30.81733220050977,30.81733220050977,30.81733220050977,1177,25025130406
65.82007343941248,65.82007343941248,65.82007343941248,3268,25025980700
40.0253723110866,40.0253723110866,40.0253723110866,1813,25025130404
22.01456082667919,22.01456082667919,22.01456082667919,2129,25025130402
18.556701030927837,18.556701030927837,18.556701030927837,388,25025981900
30.739811912225704,30.739811912225704,30.739811912225704,319,25025140106
30.946608040201006,30.946608040201006,30.946608040201006,1592,25025130300
42.556018759770716,42.556018759770716,42.556018759770716,1919,25025980900
25.752762430939228,25.752762430939228,25.752762430939228,724,25025110501
27.19633507853403,27.19633507853403,27.19633507853403,1528,25025130200
35.30219146482122,35.30219146482122,35.30219146482122,1734,25025140202
28.48148148148148,28.48148148148148,28.48148148148148,2079,25025140400
34.05886332882273,34.05886332882273,34.05886332882273,1478,25025101001
15.489499192245557,15.489499192245557,15.489499192245557,619,25025101102
29.374812593703147,29.374812593703147,29.374812593703147,667,25025101101
44.68825042881647,44.68825042881647,44.68825042881647,2332,25025980300
15.711538461538462,15.711538461538462,15.711538461538462,416,25025082100
16.961009174311926,16.961009174311926,16.961009174311926,436,25025082000
16.93319415448852,16.93319415448852,16.93319415448852,479,25025081900
17.906474820143885,17.906474820143885,17.906474820143885,417,25025081800
20.027237354085603,20.027237354085603,20.027237354085603,771,25025110502
39.8481443649983,39.8481443649983,39.8481443649983,2937,25025130101
27.15695792880259,27.15695792880259,27.15695792880259,1236,25025110607
52.80551989730424,52.80551989730424,52.80551989730424,1558,25025110601
62.12053925455987,62.12053925455987,62.12053925455987,1261,25025981000
51.29247104247104,51.29247104247104,51.29247104247104,2072,25025120105
28.427792915531334,28.427792915531334,28.427792915531334,367,25025120103
17.027027027027028,17.027027027027028,17.027027027027028,1332,25025000502
23.176056338028168,23.176056338028168,23.176056338028168,142,25025081101
13.251612903225807,13.251612903225807,13.251612903225807,155,25025000503
25.4125,25.4125,25.4125,240,25025110106
17.253687315634217,17.253687315634217,17.253687315634217,339,25025110104
25.64673913043478,25.64673913043478,25.64673913043478,368,25025110105
26.836909871244636,26.836909871244636,26.836909871244636,466,25025120104
19.569074778200253,19.569074778200253,19.569074778200253,789,25025120201
30.701785714285716,30.701785714285716,30.701785714285716,1120,25025120400
21.403768506056526,21.403768506056526,21.403768506056526,743,25025120301
26.01048951048951,26.01048951048951,26.01048951048951,286,25025120600
8.045801526717558,8.045801526717558,8.045801526717558,262,25025081301
16.13362068965517,16.13362068965517,16.13362068965517,232,25025120500
15.758620689655173,15.758620689655173,15.758620689655173,377,25025081302
13.982658959537572,13.982658959537572,13.982658959537572,346,25025120700
26.532258064516128,26.532258064516128,26.532258064516128,372,25025081500
11.112956810631228,11.112956810631228,11.112956810631228,301,25025081200
24.401425178147267,24.401425178147267,24.401425178147267,421,25025081102
20.405839416058395,20.405839416058395,20.405839416058395,685,25025081400
35.64356435643565,35.64356435643565,35.64356435643565,1212,25025981800
11.807560137457045,11.807560137457045,11.807560137457045,291,25025080900
7.333333333333333,7.333333333333333,7.333333333333333,600,25025081001
7.088669950738916,7.088669950738916,7.088669950738916,406,25025080801
22.426470588235293,22.426470588235293,22.426470588235293,204,25025000506
30.464887640449437,30.464887640449437,30.464887640449437,712,25025000302
26.93946188340807,26.93946188340807,26.93946188340807,892,25025000402
17.83613445378151,17.83613445378151,17.83613445378151,476,25025000401
10.420731707317072,10.420731707317072,10.420731707317072,164,25025000505
10.907246376811594,10.907246376811594,10.907246376811594,345,25025000603
8.983935742971887,8.983935742971887,8.983935742971887,249,25025000701
26.086614173228348,26.086614173228348,26.086614173228348,635,25025000301
12.79136690647482,12.79136690647482,12.79136690647482,556,25025000601
19.532738095238095,19.532738095238095,19.532738095238095,672,25025000202
8.70546737213404,8.70546737213404,8.70546737213404,567,25025010300
7.124700239808154,7.124700239808154,7.124700239808154,417,25025010405
1.8835616438356164,1.8835616438356164,1.8835616438356164,146,25025010404
3.1457286432160805,3.1457286432160805,3.1457286432160805,199,25025010205
4.444444444444445,4.444444444444445,4.444444444444445,45,25025010408
2.0927835051546393,2.0927835051546393,2.0927835051546393,291,25025010204
3.7560975609756095,3.7560975609756095,3.7560975609756095,205,25025010206
1.5353535353535352,1.5353535353535352,1.5353535353535352,99,25025010403
2.303964757709251,2.303964757709251,2.303964757709251,227,25025010500
5.5514018691588785,5.5514018691588785,5.5514018691588785,321,25025010104
20.359820089955022,20.359820089955022,20.359820089955022,667,25025000201
5.686131386861314,5.686131386861314,5.686131386861314,274,25025000704
22.24458204334365,22.24458204334365,22.24458204334365,323,25025000604
1.846938775510204,1.846938775510204,1.846938775510204,196,25025000703
4.556626506024096,4.556626506024096,4.556626506024096,415,25025000805
5.185303514376997,5.185303514376997,5.185303514376997,313,25025010103
2.7777777777777777,2.7777777777777777,2.7777777777777777,252,25025000807
5.028862478777589,5.028862478777589,5.028862478777589,1178,25025000102
