cover_10,cover_mean,cover_raw,cover_count,GEOID
11.85579644879053,11.85579644879053,11.85579644879053,124352,48029152100
13.019237096243542,13.019237096243542,13.019237096243542,51671,48029152000
8.945849367784497,8.945849367784497,8.945849367784497,3638,48029151302
3.258572159672467,3.258572159672467,3.258572159672467,7816,48029151200
4.234241048915784,4.234241048915784,4.234241048915784,3966,48029151301
4.058091286307054,4.058091286307054,4.058091286307054,3856,48029151100
3.3000363240101707,3.3000363240101707,3.3000363240101707,2753,48029160901
4.8276553106212425,4.8276553106212425,4.8276553106212425,1497,48029150502
3.289437109103544,3.289437109103544,3.289437109103544,2878,48029160902
1.85873388042204,1.85873388042204,1.85873388042204,1706,48029980002
6.288948962766978,6.288948962766978,6.288948962766978,52158,48029162001
7.479022743149887,7.479022743149887,7.479022743149887,51532,48029161200
9.79544264012572,9.79544264012572,9.79544264012572,3818,48029161302
7.233837934105075,7.233837934105075,7.233837934105075,11230,48029161100
6.0905688622754495,6.0905688622754495,6.0905688622754495,1336,48029161303
4.740106177606178,4.740106177606178,4.740106177606178,8288,48029161000
19.051764705882352,19.051764705882352,19.051764705882352,7225,48029161304
5.200468018720749,5.200468018720749,5.200468018720749,2564,48029161504
7.081341557440247,7.081341557440247,7.081341557440247,2594,48029161503
8.430237676056338,8.430237676056338,8.430237676056338,4544,48029161501
11.235177620992697,11.235177620992697,11.235177620992697,24237,48029161802
6.106219709208401,6.106219709208401,6.106219709208401,2476,48029161801
5.1741032370953635,5.1741032370953635,5.1741032370953635,2286,48029171919
12.949668056198858,12.949668056198858,12.949668056198858,6477,48029171920
4.164051355206848,4.164051355206848,4.164051355206848,2804,48029171802
4.738924491501811,4.738924491501811,4.738924491501811,3589,48029171903
4.0024067388688325,4.0024067388688325,4.0024067388688325,2493,48029171801
17.457110609480814,17.457110609480814,17.457110609480814,6202,48029171916
10.100862068965517,10.100862068965517,10.100862068965517,1160,48029171915
5.583287216380741,5.583287216380741,5.583287216380741,1807,48029171913
5.888079470198676,5.888079470198676,5.888079470198676,1510,48029150501
3.493362831858407,3.493362831858407,3.493362831858407,3164,48029160400
6.50127356087621,6.50127356087621,6.50127356087621,1963,48029160300
3.6967288291042495,3.6967288291042495,3.6967288291042495,3271,48029160702
6.029900332225914,6.029900332225914,6.029900332225914,1204,48029160200
6.016196205460435,6.016196205460435,6.016196205460435,2161,48029160502
4.824803149606299,4.824803149606299,4.824803149606299,1524,48029160501
5.352003270645953,5.352003270645953,5.352003270645953,2446,48029160600
5.188328912466844,5.188328912466844,5.188328912466844,2262,48029170300
3.5328810020876826,3.5328810020876826,3.5328810020876826,1916,48029170200
1.9025209058170054,1.9025209058170054,1.9025209058170054,16383,48029980100
15.948383437322745,15.948383437322745,15.948383437322745,7052,48029161600
4.485952133194589,4.485952133194589,4.485952133194589,2883,48029160701
4.1169423844837425,4.1169423844837425,4.1169423844837425,1753,48029171501
14.898442008078476,14.898442008078476,14.898442008078476,3466,48029171601
4.09551656920078,4.09551656920078,4.09551656920078,2052,48029171100
4.666003536693192,4.666003536693192,4.666003536693192,9048,48029171602
4.101520572450805,4.101520572450805,4.101520572450805,2236,48029171502
9.85585205201824,9.85585205201824,9.85585205201824,11842,48029171700
6.330101569713758,6.330101569713758,6.330101569713758,2166,48029171401
6.255107997664916,6.255107997664916,6.255107997664916,1713,48029171000
5.265988372093023,5.265988372093023,5.265988372093023,2064,48029170900
5.57092819614711,5.57092819614711,5.57092819614711,1142,48029170800
4.6279744631456765,4.6279744631456765,4.6279744631456765,1723,48029170402
5.093184443588756,5.093184443588756,5.093184443588756,2597,48029171200
3.6154873164218957,3.6154873164218957,3.6154873164218957,1498,48029170401
4.654589371980676,4.654589371980676,4.654589371980676,2070,48029170700
5.8464,5.8464,5.8464,1250,48029171301
5.603292826342611,5.603292826342611,5.603292826342611,2551,48029170500
3.915623551228558,3.915623551228558,3.915623551228558,2157,48029170600
4.35381091211995,4.35381091211995,4.35381091211995,4802,48029171927
10.392515230635334,10.392515230635334,10.392515230635334,2298,48029171914
18.31364238410596,18.31364238410596,18.31364238410596,3775,48029172003
13.421113023522661,13.421113023522661,13.421113023522661,3486,48029171917
2.8236418236418235,2.8236418236418235,2.8236418236418235,3663,48029171926
15.968028107158542,15.968028107158542,15.968028107158542,11385,48029172009
4.710790310741375,4.710790310741375,4.710790310741375,4087,48029171923
12.034907987099222,12.034907987099222,12.034907987099222,5271,48029171924
17.527876248791493,17.527876248791493,17.527876248791493,9309,48029171918
13.003687315634219,13.003687315634219,13.003687315634219,1356,48029171929
5.749265014699706,5.749265014699706,5.749265014699706,2381,48029171402
5.57467700258398,5.57467700258398,5.57467700258398,1935,48029180504
5.040384615384616,5.040384615384616,5.040384615384616,2080,48029171302
7.885202228142408,7.885202228142408,7.885202228142408,4129,48029181602
9.671121718377089,9.671121718377089,9.671121718377089,2095,48029180503
12.858915175995383,12.858915175995383,12.858915175995383,3466,48029181725
11.29247990815155,11.29247990815155,11.29247990815155,3484,48029180501
7.488364015283085,7.488364015283085,7.488364015283085,2879,48029181601
10.33270410571024,10.33270410571024,10.33270410571024,4238,48029180604
8.04724567752312,8.04724567752312,8.04724567752312,4974,48029181705
8.020979020979022,8.020979020979022,8.020979020979022,2717,48029180101
8.652479338842975,8.652479338842975,8.652479338842975,2420,48029180400
8.068376068376068,8.068376068376068,8.068376068376068,1170,48029180102
8.266959163010462,8.266959163010462,8.266959163010462,2963,48029180300
9.033453887884267,9.033453887884267,9.033453887884267,2212,48029180202
