cover_10,cover_mean,cover_raw,cover_count,GEOID
39.085815244825845,39.085815244825845,39.085815244825845,1981,36085024402
35.7524795170332,35.7524795170332,35.7524795170332,2319,36085024401
18.44103392568659,18.44103392568659,18.44103392568659,1857,36085024800
39.84016973125884,39.84016973125884,39.84016973125884,6363,36085019800
30.37435367114788,30.37435367114788,30.37435367114788,1934,36085022601
35.082905982905984,35.082905982905984,35.082905982905984,2340,36085020803
37.95291479820628,37.95291479820628,37.95291479820628,6690,36085022602
50.98920669185105,50.98920669185105,50.98920669185105,3706,36085017600
18.432815665091155,18.432815665091155,18.432815665091155,1481,36085020804
22.741976893453145,22.741976893453145,22.741976893453145,1558,36085017005
17.816032887975332,17.816032887975332,17.816032887975332,973,36085015602
20.906106870229006,20.906106870229006,20.906106870229006,1310,36085017009
17.626356589147285,17.626356589147285,17.626356589147285,1290,36085020805
12.118035882908405,12.118035882908405,12.118035882908405,1059,36085015603
32.18545020870602,32.18545020870602,32.18545020870602,1677,36085020806
11.267857142857142,11.267857142857142,11.267857142857142,616,36085017014
19.461296412838262,19.461296412838262,19.461296412838262,1589,36085015601
12.231631382316314,12.231631382316314,12.231631382316314,803,36085017011
16.962843295638127,16.962843295638127,16.962843295638127,619,36085017013
13.382066276803119,13.382066276803119,13.382066276803119,513,36085017015
36.693836171938365,36.693836171938365,36.693836171938365,2466,36085015400
12.06714628297362,12.06714628297362,12.06714628297362,1251,36085014604
18.856589147286822,18.856589147286822,18.856589147286822,1032,36085017012
19.168265039232782,19.168265039232782,19.168265039232782,1147,36085013203
62.766169154228855,62.766169154228855,62.766169154228855,1608,36085017007
7.330578512396694,7.330578512396694,7.330578512396694,726,36085017016
9.345238095238095,9.345238095238095,9.345238095238095,756,36085014607
9.319444444444445,9.319444444444445,9.319444444444445,504,36085014608
25.561099796334013,25.561099796334013,25.561099796334013,982,36085014605
21.577671913835957,21.577671913835957,21.577671913835957,4828,36085022801
14.535185185185185,14.535185185185185,14.535185185185185,1080,36085012805
24.95952868852459,24.95952868852459,24.95952868852459,1952,36085014606
20.813893653516296,20.813893653516296,20.813893653516296,1166,36085013204
9.949854651162791,9.949854651162791,9.949854651162791,1376,36085012806
21.72848948374761,21.72848948374761,21.72848948374761,523,36085013201
6.415800415800415,6.415800415800415,6.415800415800415,962,36085012804
19.81186224489796,19.81186224489796,19.81186224489796,1568,36085013800
53.206673306772906,53.206673306772906,53.206673306772906,6024,36085027900
15.258201058201058,15.258201058201058,15.258201058201058,945,36085013400
8.663760896637609,8.663760896637609,8.663760896637609,1606,36085027702
25.260329995769286,25.260329995769286,25.260329995769286,7091,36085022802
8.726584673604542,8.726584673604542,8.726584673604542,1057,36085011204
20.173678532901835,20.173678532901835,20.173678532901835,927,36085012200
9.213965980304387,9.213965980304387,9.213965980304387,1117,36085011203
10.821731748726656,10.821731748726656,10.821731748726656,589,36085027704
3.2835314091680816,3.2835314091680816,3.2835314091680816,589,36085027705
3.4612244897959186,3.4612244897959186,3.4612244897959186,490,36085027706
11.905426356589148,11.905426356589148,11.905426356589148,645,36085011402
12.860220994475139,12.860220994475139,12.860220994475139,1810,36085011201
56.881916910877436,56.881916910877436,56.881916910877436,5801,36085018100
14.092307692307692,14.092307692307692,14.092307692307692,585,36085011401
8.567741935483872,8.567741935483872,8.567741935483872,465,36085029106
44.07985803016859,44.07985803016859,44.07985803016859,1127,36085027302
19.08050339592489,19.08050339592489,19.08050339592489,10012,36085029102
39.93666765315182,39.93666765315182,39.93666765315182,3379,36085027301
13.725547445255474,13.725547445255474,13.725547445255474,685,36085009602
8.532442748091603,8.532442748091603,8.532442748091603,524,36085007001
17.140599001663894,17.140599001663894,17.140599001663894,2404,36085007002
24.950617283950617,24.950617283950617,24.950617283950617,1782,36085029105
15.847539015606243,15.847539015606243,15.847539015606243,833,36085018902
21.087155963302752,21.087155963302752,21.087155963302752,654,36085017702
13.904942965779467,13.904942965779467,13.904942965779467,526,36085018703
19.177700348432055,19.177700348432055,19.177700348432055,861,36085009601
13.901830282861896,13.901830282861896,13.901830282861896,601,36085018704
43.34415186772811,43.34415186772811,43.34415186772811,3266,36085017701
4.879139072847682,4.879139072847682,4.879139072847682,604,36085007400
13.28499369482976,13.28499369482976,13.28499369482976,793,36085006400
18.275324675324676,18.275324675324676,18.275324675324676,385,36085017300
25.60058823529412,25.60058823529412,25.60058823529412,1700,36085029104
16.638214565387628,16.638214565387628,16.638214565387628,1277,36085018901
14.883369330453563,14.883369330453563,14.883369330453563,926,36085005000
17.261176470588236,17.261176470588236,17.261176470588236,425,36085018701
18.921083627797408,18.921083627797408,18.921083627797408,849,36085002002
26.806580259222333,26.806580259222333,26.806580259222333,1003,36085001800
14.61857252494244,14.61857252494244,14.61857252494244,1303,36085025100
7.008454106280193,7.008454106280193,7.008454106280193,828,36085030301
16.122257053291538,16.122257053291538,16.122257053291538,319,36085019700
17.599348534201955,17.599348534201955,17.599348534201955,921,36085016901
11.474619289340101,11.474619289340101,11.474619289340101,394,36085004004
19.185314685314687,19.185314685314687,19.185314685314687,572,36085002001
15.770687936191425,15.770687936191425,15.770687936191425,1003,36085030302
19.657730116175156,19.657730116175156,19.657730116175156,1119,36085015100
37.511511511511515,37.511511511511515,37.511511511511515,999,36085004700
14.703225806451613,14.703225806451613,14.703225806451613,465,36085003600
21.195652173913043,21.195652173913043,21.195652173913043,368,36085004002
40.9227027027027,40.9227027027027,40.9227027027027,1850,36085014700
6.34703196347032,6.34703196347032,6.34703196347032,219,36085004003
